,f1,accuracy,roc_auc,n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,bootstrap
0,0.8859852926362445,0.8859964093357271,0.9285654425961083,100,gini,,2,1,0.0,sqrt,True
1,0.5615425994241735,0.5617816091954023,0.5872990621697053,200,entropy,30,5,1,0.05,sqrt,True
2,0.8609892091320147,0.8609913793103449,0.9164039792244683,50,entropy,,2,2,0.0,sqrt,True
3,0.6504992210255368,0.6505028735632183,0.7124430499818337,50,gini,20,10,1,0.01,log2,False
4,0.8397588246833024,0.8397988505747126,0.9053752353349187,50,log_loss,30,2,4,0.0,,True
5,0.8542728193846717,0.8543462643678161,0.9097468652975955,200,entropy,20,10,2,0.0,sqrt,True
6,0.5622071837584591,0.5625,0.5821940749273352,50,entropy,20,5,4,0.05,log2,True
7,0.5907887585324673,0.5912356321839081,0.644815871069494,500,entropy,10,5,1,0.0,,False
