,f1,accuracy,roc_auc,eval_metric,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,gamma,reg_alpha,reg_lambda
0,0.9514007753639091,0.9514348785871964,0.9899419616098709,logloss,100,6,0.3,1.0,1.0,1,0.0,0.0,1.0
1,0.9294303586829833,0.9295805739514349,0.9794933945392258,logloss,500,15,0.1,0.5,0.9,5,0.0,0.0,5.0
2,0.8923872455293789,0.8924944812362031,0.9576500056040428,logloss,50,10,0.01,0.9,0.5,1,0.1,0.1,1.5
3,0.9240885696378024,0.9242825607064018,0.9735389773353021,logloss,500,3,0.2,0.7,0.5,1,0.1,0.1,2.0
4,0.8804411082217918,0.8805739514348786,0.9443439615221555,logloss,200,3,0.2,0.5,0.5,5,0.2,1.0,2.0
5,0.9385321276452846,0.9386313465783664,0.9833260724432163,logloss,500,10,0.05,0.9,0.7,1,0.1,1.0,5.0
6,0.9338705213251907,0.9339955849889625,0.9761410074606864,logloss,100,15,0.2,1.0,0.7,7,0.0,1.0,1.0
7,0.936536445426864,0.9366445916114791,0.9836802479423418,logloss,200,10,0.1,0.7,0.7,1,0.2,0.0,5.0
