,f1,accuracy,roc_auc,criterion,splitter,max_depth,min_samples_split,min_samples_leaf,max_features,class_weight,min_impurity_decrease
0,0.895726914317898,0.8962472406181016,0.8962472406181016,gini,best,,2,1,,,0.0
1,0.8691282072138918,0.8695364238410596,0.8991949670823405,entropy,random,30,5,1,sqrt,balanced,0.0
2,0.8725204624295448,0.8730684326710817,0.8986645809881633,gini,random,,2,2,,balanced,0.0
3,0.7489807195214844,0.7492273730684327,0.8256762617623984,log_loss,best,10,5,4,,,0.01
4,0.6733210386384278,0.6896247240618102,0.6828889571120175,gini,random,10,10,1,,,0.05
5,0.6733210386384278,0.6896247240618102,0.702471626488117,entropy,random,20,2,2,,,0.05
6,0.791171207457736,0.7916114790286976,0.8724225545663201,entropy,random,40,10,4,log2,balanced,0.0
7,0.6733210386384278,0.6896247240618102,0.6828889571120175,entropy,random,10,5,1,log2,,0.1
