,f1,accuracy,roc_auc,eval_metric,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,gamma,reg_alpha,reg_lambda
0,0.943633828486106,0.9437086092715232,0.982841883153273,logloss,100,6,0.3,1.0,1.0,1,0.0,0,1
1,0.9027687586245653,0.9028697571743929,0.9643115068052571,logloss,50,10,0.05,0.7,0.7,1,0.0,1,1
2,0.8203048125340149,0.820309050772627,0.9085143439127914,logloss,50,6,0.05,0.5,0.7,7,0.1,1,2
